#ID	                 T1	 T3	Chi	        Q_value	                   log2(A/B)	regulated	COG_class	COG_class_annotation	GO_annotation	KEGG_annotation	Swissprot_annotation	TrEMBL_annotation	nr_annotation	nt_annotation
T1_Unigene_BMK.15283	17	0	0.000039	0.00204219266055046	14.0532471259124	up	--	--	Biological Process: carbohydrate metabolic process (GO:0005975);; Biological Process: amino sugar metabolic process (GO:0006040);; Molecular Function: chitin binding (GO:0008061);; Molecular Function: endochitinase activity (GO:0008843);; Biological Process: macromolecule catabolic process (GO:0009057);; Cellular Component: cytoplasmic membrane-bounded vesicle (GO:0016023);; Molecular Function: beta-N-acetylglucosaminidase activity (GO:0016231);; Molecular Function: hydrolase activity (GO:0016787);; Biological Process: cell wall macromolecule catabolic process (GO:0016998);; Biological Process: killing of cells of other organism (GO:0031640);; Biological Process: defense response to bacterium (GO:0042742);; Biological Process: innate immune response (GO:0045087);; Biological Process: defense response to fungus (GO:0050832);; Biological Process: cellular response to stimulus (GO:0051716);; Biological Process: organic substance metabolic process (GO:0071704);; 	--	Antimicrobial peptide 1b OS=Triticum kiharae PE=1 SV=1	WAMP-1, antimicrobial peptide GN=wamp-1.2 OS=Triticum aestivum (Wheat) PE=4 SV=1	WAMP-1, antimicrobial peptide [Triticum aestivum]	Aegilops speltoides wamp-4 gene for WAMP-4, antimicrobial peptide
T3_Unigene_BMK.57402	27	62	0.000190	0.00800337023370234	-1.19930880822341	down	--	--	Cellular Component: extracellular matrix (GO:0031012);; Biological Process: cellular protein metabolic process (GO:0044267);; Cellular Component: extracellular region part (GO:0044421);; Cellular Component: cell part (GO:0044464);; Biological Process: male mating behavior (GO:0060179);; 	--	Glycoprotein gp2 OS=Equine herpesvirus 1 (strain Ab4p) GN=EUs4 PE=4 SV=1	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1	Abscisic stress-ripening protein 2 [Aegilops tauschii]	Triticum aestivum cDNA, clone: WT008_K16, cultivar: Chinese Spring
T4_Unigene_BMK.35356	19	69	0.000000	0	                -1.86059694333458	down	[L]	Replication, recombination and repair 	Biological Process: regulation of transcription involved in G1/S phase of mitotic cell cycle (GO:0000083);; Biological Process: S phase of mitotic cell cycle (GO:0000084);; Biological Process: negative regulation of transcription from RNA polymerase II promoter (GO:0000122);; Cellular Component: cyclin-dependent protein kinase holoenzyme complex (GO:0000307);; Molecular Function: purine-specific mismatch base pair DNA N-glycosylase activity (GO:0000701);; Biological Process: telomere maintenance via recombination (GO:0000722);; Molecular Function: DNA binding (GO:0003677);; Cellular Component: nuclear lamina (GO:0005652);; Cellular Component: nucleoplasm (GO:0005654);; Cellular Component: DNA replication factor C complex (GO:0005663);; Cellular Component: nucleolus (GO:0005730);; Cellular Component: cytoplasm (GO:0005737);; Cellular Component: cytosol (GO:0005829);; Biological Process: DNA strand elongation involved in DNA replication (GO:0006271);; Biological Process: regulation of DNA replication (GO:0006275);; Biological Process: transcription-coupled nucleotide-excision repair (GO:0006283);; Biological Process: base-excision repair, gap-filling (GO:0006287);; Biological Process: nucleotide-excision repair, DNA gap filling (GO:0006297);; Biological Process: mismatch repair (GO:0006298);; Biological Process: DNA methylation (GO:0006306);; Biological Process: heart development (GO:0007507);; Molecular Function: transcription factor binding (GO:0008134);; Biological Process: cell proliferation (GO:0008283);; Cellular Component: microtubule cytoskeleton (GO:0015630);; Molecular Function: DNA polymerase processivity factor activity (GO:0030337);; Molecular Function: receptor tyrosine kinase binding (GO:0030971);; Biological Process: positive regulation of deoxyribonuclease activity (GO:0032077);; Molecular Function: dinucleotide insertion or deletion binding (GO:0032139);; Biological Process: telomere maintenance via semi-conservative replication (GO:0032201);; Molecular Function: MutLalpha complex binding (GO:0032405);; Biological Process: response to lipid (GO:0033993);; Biological Process: error-prone translesion synthesis (GO:0042276);; Molecular Function: identical protein binding (GO:0042802);; Cellular Component: nuclear replication fork (GO:0043596);; Cellular Component: PCNA complex (GO:0043626);; Biological Process: response to cadmium ion (GO:0046686);; Biological Process: phosphatidylinositol-mediated signaling (GO:0048015);; Biological Process: histone H3-K9 methylation (GO:0051567);; Cellular Component: PCNA-p21 complex (GO:0070557);; 	K04802|1e-180|osa:4331062|Os02g0805200	Proliferating cell nuclear antigen OS=Oryza sativa subsp. japonica GN=Os02g0805200 PE=2 SV=2	Predicted protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1	predicted protein [Hordeum vulgare subsp. vulgare]	Triticum aestivum cDNA, clone: WT013_E20, cultivar: Chinese Spring
T2_Unigene_BMK.51189	50	12	0.000002	0.000146142247510669	2.05889368905357	up	[E]	Amino acid transport and metabolism 	Molecular Function: transporter activity (GO:0005215);; Molecular Function: protein binding (GO:0005515);; Cellular Component: Golgi apparatus (GO:0005794);; Cellular Component: plasma membrane (GO:0005886);; Biological Process: polysaccharide metabolic process (GO:0005976);; Biological Process: nitrogen compound metabolic process (GO:0006807);; Biological Process: oligopeptide transport (GO:0006857);; Biological Process: response to water deprivation (GO:0009414);; Cellular Component: plasmodesma (GO:0009506);; Biological Process: response to wounding (GO:0009611);; Biological Process: response to nematode (GO:0009624);; Biological Process: plant-type cell wall organization (GO:0009664);; Cellular Component: plant-type vacuole membrane (GO:0009705);; Biological Process: response to abscisic acid stimulus (GO:0009737);; Biological Process: response to salicylic acid stimulus (GO:0009751);; Biological Process: response to jasmonic acid stimulus (GO:0009753);; Biological Process: pollen tube growth (GO:0009860);; Biological Process: response to nitrate (GO:0010167);; Molecular Function: high affinity oligopeptide transporter activity (GO:0015334);; Cellular Component: integral to membrane (GO:0016021);; Biological Process: metal ion transport (GO:0030001);; Biological Process: macromolecule localization (GO:0033036);; Biological Process: hyperosmotic salinity response (GO:0042538);; Biological Process: defense response to bacterium (GO:0042742);; Molecular Function: dipeptide transporter activity (GO:0042936);; Molecular Function: tripeptide transporter activity (GO:0042937);; Biological Process: dipeptide transport (GO:0042938);; Biological Process: tripeptide transport (GO:0042939);; Biological Process: response to leucine (GO:0043201);; Biological Process: cellular metabolic process (GO:0044237);; Biological Process: intracellular transport (GO:0046907);; Biological Process: response to histidine (GO:0080052);; Biological Process: response to phenylalanine (GO:0080053);; Molecular Function: low affinity nitrate transmembrane transporter activity (GO:0080054);; Biological Process: low affinity nitrate transport (GO:0080055);; Biological Process: response to karrikin (GO:0080167);; Biological Process: phloem nitrate loading (GO:0090408);; Molecular Function: glucosinolate:hydrogen symporter activity (GO:0090448);; Biological Process: phloem glucosinolate loading (GO:0090449);; Biological Process: glucosinolate transport (GO:1901349);; 	--	Probable nitrite transporter At1g68570 OS=Arabidopsis thaliana GN=At1g68570 PE=2 SV=1	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1	predicted protein [Hordeum vulgare subsp. vulgare]	Triticum aestivum cDNA, clone: WT005_G20, cultivar: Chinese Spring
T2_Unigene_BMK.37146	42	2	0.000000	0	                4.39231742277876	up	--	--	Molecular Function: chitinase activity (GO:0004568);; Cellular Component: extracellular region (GO:0005576);; Cellular Component: cell wall (GO:0005618);; Cellular Component: plasma membrane (GO:0005886);; Biological Process: carbohydrate metabolic process (GO:0005975);; Biological Process: chitin catabolic process (GO:0006032);; Biological Process: defense response (GO:0006952);; Molecular Function: chitin binding (GO:0008061);; Cellular Component: plant-type cell wall (GO:0009505);; Biological Process: somatic embryogenesis (GO:0010262);; Cellular Component: cytoplasmic membrane-bounded vesicle (GO:0016023);; Biological Process: cell wall macromolecule catabolic process (GO:0016998);; Cellular Component: apoplast (GO:0048046);; Biological Process: response to other organism (GO:0051707);; 	K01183|1e-47|sbi:SORBI_06g021220|hypothetical protein	Chitinase 5 OS=Oryza sativa subsp. japonica GN=Cht5 PE=2 SV=1	Chitinase IV GN=Cht4 OS=Triticum aestivum (Wheat) PE=2 SV=1	Chitinase 5 [Triticum urartu]	Triticum aestivum chitinase IV precursor (Cht4) mRNA, complete cds
T3_Unigene_BMK.69472	45	15	0.000116	0.00523620738137083	1.58496250072116	up	--	--	Molecular Function: protein binding (GO:0005515);; Cellular Component: intracellular organelle (GO:0043229);; Biological Process: organic substance metabolic process (GO:0071704);; Cellular Component: cell periphery (GO:0071944);; 	--	Formin-like protein 20 OS=Arabidopsis thaliana GN=FH20 PE=2 SV=3	Predicted protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1	hypothetical protein F775_08089 [Aegilops tauschii]	Triticum aestivum cDNA, clone: WT003_F05, cultivar: Chinese Spring
T2_Unigene_BMK.31690	48	104	0.000005	0.000335306788511749	-1.11547721741994	down	[J]	Translation, ribosomal structure and biogenesis 	Molecular Function: nuclease activity (GO:0004518);; Molecular Function: endoribonuclease activity (GO:0004521);; Cellular Component: nucleolus (GO:0005730);; Cellular Component: cytoplasm (GO:0005737);; Cellular Component: mitochondrion (GO:0005739);; Cellular Component: vacuole (GO:0005773);; Biological Process: gluconeogenesis (GO:0006094);; Biological Process: glycolysis (GO:0006096);; Biological Process: regulation of translational termination (GO:0006449);; Biological Process: cellular amino acid biosynthetic process (GO:0008652);; Cellular Component: chloroplast stroma (GO:0009570);; Cellular Component: thylakoid (GO:0009579);; Biological Process: response to salt stress (GO:0009651);; Cellular Component: chloroplast envelope (GO:0009941);; Molecular Function: deaminase activity (GO:0019239);; Biological Process: glucosinolate biosynthetic process (GO:0019761);; Biological Process: response to cadmium ion (GO:0046686);; 	--	Ribonuclease UK114 OS=Homo sapiens GN=HRSP12 PE=1 SV=1	Predicted protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1	predicted protein [Hordeum vulgare subsp. vulgare] 	Triticum aestivum cDNA, clone: SET1_K12, cultivar: Chinese Spring
T2_Unigene_BMK.41160	21	1	0.000021	0.00120665436241611	4.39231742277876	up	--	--	--	--	--	Uncharacterized protein (Fragment) GN=OB02G20840 OS=Oryza brachyantha PE=4 SV=1	--	Triticum aestivum cDNA, clone: WT006_I21, cultivar: Chinese Spring
T1_Unigene_BMK.51176	27	4	0.000038	0.00200310107747563	2.75488750216347	up	--	--	--	--	Formin-like protein 16 OS=Oryza sativa subsp. japonica GN=FH16 PE=2 SV=1	Predicted protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1	hypothetical protein F775_18766 [Aegilops tauschii]	Triticum aestivum cDNA, clone: WT005_M11, cultivar: Chinese Spring
T2_Unigene_BMK.46647	38	229	0.000000	0	               -2.59127627465336	down	[D]	Cell cycle control, cell division, chromosome partitioning 	Biological Process: respiratory burst involved in defense response (GO:0002679);; Molecular Function: DNA binding (GO:0003677);; Molecular Function: sequence-specific DNA binding transcription factor activity (GO:0003700);; Molecular Function: protein binding (GO:0005515);; Cellular Component: nucleus (GO:0005634);; Cellular Component: nucleolus (GO:0005730);; Cellular Component: mitochondrion (GO:0005739);; Cellular Component: plasma membrane (GO:0005886);; Biological Process: protein N-linked glycosylation (GO:0006487);; Biological Process: oligopeptide transport (GO:0006857);; Biological Process: cell death (GO:0008219);; Biological Process: toxin catabolic process (GO:0009407);; Biological Process: response to water deprivation (GO:0009414);; Biological Process: response to ethylene stimulus (GO:0009723);; Biological Process: response to cytokinin stimulus (GO:0009735);; Biological Process: response to abscisic acid stimulus (GO:0009737);; Biological Process: response to salicylic acid stimulus (GO:0009751);; Biological Process: response to jasmonic acid stimulus (GO:0009753);; Biological Process: induced systemic resistance, jasmonic acid mediated signaling pathway (GO:0009864);; Biological Process: negative regulation of ethylene mediated signaling pathway (GO:0010105);; Biological Process: response to chitin (GO:0010200);; Biological Process: organ senescence (GO:0010260);; Biological Process: heat acclimation (GO:0010286);; Biological Process: response to cyclopentenone (GO:0010583);; Cellular Component: nuclear body (GO:0016604);; Biological Process: response to anoxia (GO:0034059);; Biological Process: intracellular signal transduction (GO:0035556);; Biological Process: hyperosmotic salinity response (GO:0042538);; Molecular Function: sequence-specific DNA binding (GO:0043565);; Biological Process: negative regulation of transcription, DNA-dependent (GO:0045892);; Biological Process: positive regulation of transcription, DNA-dependent (GO:0045893);; Biological Process: para-aminobenzoic acid metabolic process (GO:0046482);; Biological Process: response to arsenic-containing substance (GO:0046685);; Biological Process: defense response to fungus (GO:0050832);; Biological Process: response to other organism (GO:0051707);; Biological Process: detection of hypoxia (GO:0070483);; Biological Process: cellular response to hypoxia (GO:0071456);; Biological Process: cellular response to freezing (GO:0071497);; 	--	Ethylene-responsive transcription factor RAP2-3 OS=Arabidopsis thaliana GN=RAP2-3 PE=1 SV=2	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=4 SV=1	AP2/EREBP-like protein [Hordeum vulgare subsp. vulgare] 	Triticum aestivum cDNA, clone: SET4_I11, cultivar: Chinese Spring
T3_Unigene_BMK.9981	24	119	0.000000	0	                 -2.30985526258679	down	[C]	Energy production and conversion 	Cellular Component: cytosol (GO:0005829);; Biological Process: iron ion transport (GO:0006826);; Molecular Function: zinc ion binding (GO:0008270);; Biological Process: cellular response to iron ion starvation (GO:0010106);; Biological Process: response to nitrate (GO:0010167);; Biological Process: regulation of anion channel activity (GO:0010359);; Biological Process: glucuronoxylan metabolic process (GO:0010413);; Biological Process: nitrate transport (GO:0015706);; Biological Process: brassinosteroid biosynthetic process (GO:0016132);; Molecular Function: oxidoreductase activity (GO:0016491);; Biological Process: xylan biosynthetic process (GO:0045492);; Biological Process: oxidation-reduction process (GO:0055114);; 	K00121|0.0|osa:4331894|Os03g0189600	Alcohol dehydrogenase-like 2 OS=Arabidopsis thaliana GN=At1g22440 PE=2 SV=1	Uncharacterized protein OS=Hordeum vulgare var. distichum (Two-rowed barley) PE=2 SV=1	predicted protein [Hordeum vulgare subsp. vulgare] 	Hordeum vulgare subsp. vulgare mRNA for predicted protein, complete cds, clone: NIASHv1053B06
